sp|E7S4M0|CSN2_STRA8
tr|E7S305|E7S305_STRA8	K01996
tr|E7S2B7|E7S2B7_STRA8
tr|E7S551|E7S551_STRA8	K10041
tr|E7S6J4|E7S6J4_STRA8	K01874
tr|E7S1B4|E7S1B4_STRA8
tr|E7S205|E7S205_STRA8
tr|E7S6A1|E7S6A1_STRA8	K02760
tr|E7S2A7|E7S2A7_STRA8	K03386
tr|E7S6R5|E7S6R5_STRA8	K01883
tr|E7S3X3|E7S3X3_STRA8	K01807
tr|E7S6L0|E7S6L0_STRA8
tr|E7S1S4|E7S1S4_STRA8	K02474
tr|E7S5Y6|E7S5Y6_STRA8
tr|E7S1K5|E7S1K5_STRA8	K00297
tr|E7S1K5|E7S1K5_STRA8	K00547
tr|E7S324|E7S324_STRA8	K01874
tr|E7S158|E7S158_STRA8
tr|E7S443|E7S443_STRA8	K00950
tr|E7S1G0|E7S1G0_STRA8
tr|E7S267|E7S267_STRA8
tr|E7S5Y0|E7S5Y0_STRA8
tr|E7S706|E7S706_STRA8	K10440
tr|E7S708|E7S708_STRA8	K09698
tr|E7S502|E7S502_STRA8	K06187
tr|E7S1V9|E7S1V9_STRA8	K03647
tr|E7S2M5|E7S2M5_STRA8
tr|E7S446|E7S446_STRA8	K11071
tr|E7S7D8|E7S7D8_STRA8
tr|E7S317|E7S317_STRA8	K00537
tr|E7S2W9|E7S2W9_STRA8	K01924
tr|E7S2X0|E7S2X0_STRA8
tr|E7S6K2|E7S6K2_STRA8
tr|E7S688|E7S688_STRA8
tr|E7S668|E7S668_STRA8	K07024
tr|E7S3I7|E7S3I7_STRA8	K05337
tr|E7S748|E7S748_STRA8	K02907
tr|E7S738|E7S738_STRA8
tr|E7S2H3|E7S2H3_STRA8
tr|E7S1L4|E7S1L4_STRA8	K01869
tr|E7S593|E7S593_STRA8
tr|E7S3M6|E7S3M6_STRA8
tr|E7S1Q9|E7S1Q9_STRA8	K03402
tr|E7S700|E7S700_STRA8	K02003
tr|E7S744|E7S744_STRA8	K02518
tr|E7S369|E7S369_STRA8
tr|E7S555|E7S555_STRA8
tr|E7S5Q8|E7S5Q8_STRA8
tr|E7S2X5|E7S2X5_STRA8	K10009
tr|E7S3E0|E7S3E0_STRA8	K03320
tr|E7S3S2|E7S3S2_STRA8	K00547
tr|E7S511|E7S511_STRA8
tr|E7S320|E7S320_STRA8
tr|E7S1Z3|E7S1Z3_STRA8	K02786
tr|E7S199|E7S199_STRA8
tr|E7S3K8|E7S3K8_STRA8	K03101
tr|E7S524|E7S524_STRA8
tr|E7S1I2|E7S1I2_STRA8
tr|E7S5I9|E7S5I9_STRA8
tr|E7S6I7|E7S6I7_STRA8
tr|E7S1F0|E7S1F0_STRA8
tr|E7S4A0|E7S4A0_STRA8	K01938
tr|E7S4E9|E7S4E9_STRA8	K03177
tr|E7S4B0|E7S4B0_STRA8	K00609
tr|E7S366|E7S366_STRA8
tr|E7S6I5|E7S6I5_STRA8
tr|E7S5A2|E7S5A2_STRA8	K20483
tr|E7S6U2|E7S6U2_STRA8	K06878
tr|E7S1G7|E7S1G7_STRA8
tr|E7S2A3|E7S2A3_STRA8
tr|E7S7D5|E7S7D5_STRA8
tr|E7S5N8|E7S5N8_STRA8	K03697
tr|E7S1A1|E7S1A1_STRA8	K01752
tr|E7S2I5|E7S2I5_STRA8	K09685
tr|E7S5S9|E7S5S9_STRA8
tr|E7S382|E7S382_STRA8
tr|E7S501|E7S501_STRA8	K01921
tr|E7S707|E7S707_STRA8	K10439
tr|E7S2N0|E7S2N0_STRA8	K03284
tr|E7S196|E7S196_STRA8	K16787
tr|E7S721|E7S721_STRA8
tr|E7S5T2|E7S5T2_STRA8
tr|E7S608|E7S608_STRA8
tr|E7S3X8|E7S3X8_STRA8
tr|E7S4H2|E7S4H2_STRA8	K02004
tr|E7S6G4|E7S6G4_STRA8
tr|E7S155|E7S155_STRA8	K03798
tr|E7S5H5|E7S5H5_STRA8	K09815
tr|E7S4V5|E7S4V5_STRA8
tr|E7S5U8|E7S5U8_STRA8	K00526
tr|E7S2T9|E7S2T9_STRA8	K05878
tr|E7S5M8|E7S5M8_STRA8	K06442
tr|E7S325|E7S325_STRA8	K03311
tr|E7S314|E7S314_STRA8
tr|E7S417|E7S417_STRA8
tr|E7S2U4|E7S2U4_STRA8
tr|E7S6Q3|E7S6Q3_STRA8
tr|E7S343|E7S343_STRA8	K03709
tr|E7S4S8|E7S4S8_STRA8	K03707
tr|E7S5U7|E7S5U7_STRA8	K03647
tr|E7S513|E7S513_STRA8
tr|E7S628|E7S628_STRA8
tr|E7S3A0|E7S3A0_STRA8
tr|E7S6U4|E7S6U4_STRA8
tr|E7S211|E7S211_STRA8
tr|E7S175|E7S175_STRA8
tr|E7S4Q5|E7S4Q5_STRA8	K02115
tr|E7S2C8|E7S2C8_STRA8	K01915
tr|E7S783|E7S783_STRA8
tr|E7S313|E7S313_STRA8	K00831
tr|E7S358|E7S358_STRA8	K15585
tr|E7S237|E7S237_STRA8
tr|E7S2P8|E7S2P8_STRA8	K00847
tr|E7S566|E7S566_STRA8
tr|E7S1T0|E7S1T0_STRA8
tr|E7S5L2|E7S5L2_STRA8	K01537
tr|E7S387|E7S387_STRA8
tr|E7S1N3|E7S1N3_STRA8	K04078
tr|E7S5T1|E7S5T1_STRA8
tr|E7S2J2|E7S2J2_STRA8
tr|E7S2I8|E7S2I8_STRA8	K02355
tr|E7S242|E7S242_STRA8
tr|E7S484|E7S484_STRA8
tr|E7S2L8|E7S2L8_STRA8	K03100
tr|E7S759|E7S759_STRA8	K02878
tr|E7S4T5|E7S4T5_STRA8
tr|E7S5L7|E7S5L7_STRA8
tr|E7S1D5|E7S1D5_STRA8
tr|E7S3Y4|E7S3Y4_STRA8
tr|E7S3F6|E7S3F6_STRA8
tr|E7S457|E7S457_STRA8	K01926
tr|E7S5F8|E7S5F8_STRA8
tr|E7S7F6|E7S7F6_STRA8
tr|E7S654|E7S654_STRA8	K09748
tr|E7S2C9|E7S2C9_STRA8
tr|E7S703|E7S703_STRA8	K00852
tr|E7S257|E7S257_STRA8
tr|E7S570|E7S570_STRA8
tr|E7S5Y5|E7S5Y5_STRA8
tr|E7S4B1|E7S4B1_STRA8	K01956
tr|E7S201|E7S201_STRA8
tr|E7S5X5|E7S5X5_STRA8
tr|E7S7B1|E7S7B1_STRA8
tr|E7S3K2|E7S3K2_STRA8	K03151
tr|E7S337|E7S337_STRA8
tr|E7S5A4|E7S5A4_STRA8
tr|E7S575|E7S575_STRA8	K07035
tr|E7S3B0|E7S3B0_STRA8
tr|E7S289|E7S289_STRA8
tr|E7S695|E7S695_STRA8
tr|E7S6E2|E7S6E2_STRA8	K01000
tr|E7S6M2|E7S6M2_STRA8
tr|E7S5V7|E7S5V7_STRA8
tr|E7S1M9|E7S1M9_STRA8
tr|E7S5D1|E7S5D1_STRA8
tr|E7S3T4|E7S3T4_STRA8	K03703
tr|E7S5G2|E7S5G2_STRA8
tr|E7S2V0|E7S2V0_STRA8	K03311
tr|E7S272|E7S272_STRA8
tr|E7S1R1|E7S1R1_STRA8
tr|E7S5T0|E7S5T0_STRA8
tr|E7S262|E7S262_STRA8
tr|E7S607|E7S607_STRA8
tr|E7S4J9|E7S4J9_STRA8	K06193
tr|E7S5I0|E7S5I0_STRA8
tr|E7S6D7|E7S6D7_STRA8
tr|E7S6T7|E7S6T7_STRA8	K07705
tr|E7S350|E7S350_STRA8	K03342
tr|E7S6B6|E7S6B6_STRA8	K03060
tr|E7S557|E7S557_STRA8
tr|E7S5I5|E7S5I5_STRA8	K03722
tr|E7S3I4|E7S3I4_STRA8
tr|E7S5K2|E7S5K2_STRA8	K03531
tr|E7S4G0|E7S4G0_STRA8	K02039
tr|E7S160|E7S160_STRA8
tr|E7S1L9|E7S1L9_STRA8	K02601
tr|E7S3D2|E7S3D2_STRA8	K15770
tr|E7S2Q4|E7S2Q4_STRA8
tr|E7S286|E7S286_STRA8
tr|E7S6T6|E7S6T6_STRA8	K05338
tr|E7S5D0|E7S5D0_STRA8	K03205
tr|E7S481|E7S481_STRA8	K07566
tr|E7S5B2|E7S5B2_STRA8
tr|E7S5C8|E7S5C8_STRA8
tr|E7S3K6|E7S3K6_STRA8	K02899
tr|E7S4C5|E7S4C5_STRA8
tr|E7S1M7|E7S1M7_STRA8	K03317
tr|E7S1P6|E7S1P6_STRA8
tr|E7S496|E7S496_STRA8
tr|E7S639|E7S639_STRA8
tr|E7S4F4|E7S4F4_STRA8
tr|E7S3F5|E7S3F5_STRA8	K00991
tr|E7S4Y2|E7S4Y2_STRA8
tr|E7S2P3|E7S2P3_STRA8
tr|E7S5Z1|E7S5Z1_STRA8
tr|E7S5X9|E7S5X9_STRA8
tr|E7S1C3|E7S1C3_STRA8
tr|E7S3F8|E7S3F8_STRA8
tr|E7S7F1|E7S7F1_STRA8
tr|E7S491|E7S491_STRA8	K01922
tr|E7S4P2|E7S4P2_STRA8
tr|E7S2E4|E7S2E4_STRA8	K02822
tr|E7S722|E7S722_STRA8	K06173
tr|E7S3K3|E7S3K3_STRA8	K07282
tr|E7S6V8|E7S6V8_STRA8	K02243
tr|E7S5H7|E7S5H7_STRA8	K09762
tr|E7S269|E7S269_STRA8
tr|E7S5M0|E7S5M0_STRA8
tr|E7S6L4|E7S6L4_STRA8	K07467
tr|E7S5H2|E7S5H2_STRA8	K01488
tr|E7S4N9|E7S4N9_STRA8	K00161
tr|E7S4I2|E7S4I2_STRA8
tr|E7S6E3|E7S6E3_STRA8
tr|E7S4U9|E7S4U9_STRA8
tr|E7S4X2|E7S4X2_STRA8
tr|E7S427|E7S427_STRA8	K11065
tr|E7S733|E7S733_STRA8	K09962
tr|E7S6N9|E7S6N9_STRA8	K03655
tr|E7S5M7|E7S5M7_STRA8	K03402
tr|E7S6W3|E7S6W3_STRA8	K01866
tr|E7S2I7|E7S2I7_STRA8	K02992
tr|E7S2B3|E7S2B3_STRA8	K03823
tr|E7S472|E7S472_STRA8	K16169
tr|E7S3W4|E7S3W4_STRA8	K01652
tr|E7S4N3|E7S4N3_STRA8	K01928
tr|E7S477|E7S477_STRA8
tr|E7S532|E7S532_STRA8	K06023
tr|E7S3J1|E7S3J1_STRA8	K02916
tr|E7S6U9|E7S6U9_STRA8	K07729
tr|E7S3Z9|E7S3Z9_STRA8
tr|E7S4H9|E7S4H9_STRA8	K03710
tr|E7S6S1|E7S6S1_STRA8
tr|E7S3N1|E7S3N1_STRA8
tr|E7S3P1|E7S3P1_STRA8
tr|E7S6Q7|E7S6Q7_STRA8	K02871
tr|E7S6F3|E7S6F3_STRA8	K00615
tr|E7S4N6|E7S4N6_STRA8	K00382
tr|E7S6D2|E7S6D2_STRA8	K01372
tr|E7S187|E7S187_STRA8	K00088
tr|E7S6B3|E7S6B3_STRA8	K03500
tr|E7S6Y5|E7S6Y5_STRA8	K06153
tr|E7S452|E7S452_STRA8	K07024
tr|E7S4S5|E7S4S5_STRA8	K00788
tr|E7S3K9|E7S3K9_STRA8	K06180
tr|E7S252|E7S252_STRA8
tr|E7S3G7|E7S3G7_STRA8
tr|E7S4N4|E7S4N4_STRA8	K07009
tr|E7S772|E7S772_STRA8
tr|E7S3G9|E7S3G9_STRA8
tr|E7S6M8|E7S6M8_STRA8	K05846
tr|E7S216|E7S216_STRA8
tr|E7S560|E7S560_STRA8	K13677
tr|E7S4T0|E7S4T0_STRA8	K16786
tr|E7S4T0|E7S4T0_STRA8	K16787
tr|E7S4X5|E7S4X5_STRA8	K00865
tr|E7S5Q6|E7S5Q6_STRA8	K06941
tr|E7S2L2|E7S2L2_STRA8
tr|E7S5B1|E7S5B1_STRA8	K20486
tr|E7S5M5|E7S5M5_STRA8
tr|E7S6T5|E7S6T5_STRA8	K05339
tr|E7S7A0|E7S7A0_STRA8	K00602
tr|E7S4U5|E7S4U5_STRA8
tr|E7S6D6|E7S6D6_STRA8	K00384
tr|E7S3N8|E7S3N8_STRA8	K03828
tr|E7S440|E7S440_STRA8	K01495
tr|E7S6H7|E7S6H7_STRA8	K03169
tr|E7S6S4|E7S6S4_STRA8	K00615
tr|E7S341|E7S341_STRA8
tr|E7S5R8|E7S5R8_STRA8	K01873
tr|E7S330|E7S330_STRA8
tr|E7S553|E7S553_STRA8	K10040
tr|E7S1B2|E7S1B2_STRA8
tr|E7S6U6|E7S6U6_STRA8	K01261
tr|E7S690|E7S690_STRA8
tr|E7S3V1|E7S3V1_STRA8	K02086
tr|E7S533|E7S533_STRA8
tr|E7S640|E7S640_STRA8	K09825
tr|E7S3X6|E7S3X6_STRA8
tr|E7S3J9|E7S3J9_STRA8	K00383
tr|E7S2X8|E7S2X8_STRA8	K03437
tr|E7S3V8|E7S3V8_STRA8	K01710
tr|E7S5R1|E7S5R1_STRA8
tr|E7S4G1|E7S4G1_STRA8	K01256
tr|E7S6E1|E7S6E1_STRA8	K18692
tr|E7S5T9|E7S5T9_STRA8
tr|E7S644|E7S644_STRA8
tr|E7S666|E7S666_STRA8
tr|E7S215|E7S215_STRA8
tr|E7S1N0|E7S1N0_STRA8
tr|E7S173|E7S173_STRA8	K00783
tr|E7S4I0|E7S4I0_STRA8	K01951
tr|E7S3V6|E7S3V6_STRA8	K00067
tr|E7S3V6|E7S3V6_STRA8	K01790
tr|E7S4C7|E7S4C7_STRA8
tr|E7S6D3|E7S6D3_STRA8	K01916
tr|E7S6W2|E7S6W2_STRA8	K03693
tr|E7S4G8|E7S4G8_STRA8	K15580
tr|E7S6E7|E7S6E7_STRA8	K00147
tr|E7S5N4|E7S5N4_STRA8	K01835
tr|E7S4Q0|E7S4Q0_STRA8
tr|E7S2M0|E7S2M0_STRA8
tr|E7S3C7|E7S3C7_STRA8
tr|E7S4U1|E7S4U1_STRA8	K02343
tr|E7S3P9|E7S3P9_STRA8
tr|E7S346|E7S346_STRA8
tr|E7S793|E7S793_STRA8
tr|E7S6R1|E7S6R1_STRA8
tr|E7S475|E7S475_STRA8
tr|E7S3N0|E7S3N0_STRA8
tr|E7S3V9|E7S3V9_STRA8	K01727
tr|E7S6H9|E7S6H9_STRA8	K03205
tr|E7S1M1|E7S1M1_STRA8
tr|E7S6B2|E7S6B2_STRA8	K20074
tr|E7S1Z2|E7S1Z2_STRA8	K01635
tr|E7S1L2|E7S1L2_STRA8
tr|E7S4Y8|E7S4Y8_STRA8	K00655
tr|E7S4H0|E7S4H0_STRA8
tr|E7S2U9|E7S2U9_STRA8	K18369
tr|E7S5K6|E7S5K6_STRA8	K01925
tr|E7S6J9|E7S6J9_STRA8	K01443
tr|E7S5N2|E7S5N2_STRA8
tr|E7S4P4|E7S4P4_STRA8	K16899
tr|E7S2C2|E7S2C2_STRA8
tr|E7S3B1|E7S3B1_STRA8
tr|E7S716|E7S716_STRA8	K03048
tr|E7S301|E7S301_STRA8	K01999
tr|E7S1N4|E7S1N4_STRA8	K05833
tr|E7S1W5|E7S1W5_STRA8	K02530
tr|E7S624|E7S624_STRA8	K03536
tr|E7S7B5|E7S7B5_STRA8
tr|E7S3F9|E7S3F9_STRA8
tr|E7S5N3|E7S5N3_STRA8	K01491
tr|E7S2Q2|E7S2Q2_STRA8	K00997
tr|E7S4U2|E7S4U2_STRA8	K07170
tr|E7S6N2|E7S6N2_STRA8
tr|E7S445|E7S445_STRA8	K11072
tr|E7S2R0|E7S2R0_STRA8
tr|E7S6U1|E7S6U1_STRA8
tr|E7S1K4|E7S1K4_STRA8
tr|E7S5F3|E7S5F3_STRA8	K05837
tr|E7S1U8|E7S1U8_STRA8
tr|E7S2M7|E7S2M7_STRA8	K02990
tr|E7S459|E7S459_STRA8	K04487
tr|E7S6R9|E7S6R9_STRA8	K00962
tr|E7S6R3|E7S6R3_STRA8	K03218
tr|E7S4J7|E7S4J7_STRA8	K02028
tr|E7S5Q0|E7S5Q0_STRA8	K03523
tr|E7S653|E7S653_STRA8	K02600
tr|E7S594|E7S594_STRA8	K03788
tr|E7S2S0|E7S2S0_STRA8	K02433
tr|E7S256|E7S256_STRA8
tr|E7S5S1|E7S5S1_STRA8
tr|E7S1R7|E7S1R7_STRA8	K02913
tr|E7S395|E7S395_STRA8
tr|E7S409|E7S409_STRA8
tr|E7S4A9|E7S4A9_STRA8	K01465
tr|E7S4Z1|E7S4Z1_STRA8	K05592
tr|E7S1B8|E7S1B8_STRA8
tr|E7S6P7|E7S6P7_STRA8	K01154
tr|E7S7C9|E7S7C9_STRA8
tr|E7S1L5|E7S1L5_STRA8
tr|E7S4N1|E7S4N1_STRA8
tr|E7S384|E7S384_STRA8	K00859
tr|E7S2P7|E7S2P7_STRA8
tr|E7S7A3|E7S7A3_STRA8	K01933
tr|E7S2U8|E7S2U8_STRA8	K02072
tr|E7S458|E7S458_STRA8
tr|E7S420|E7S420_STRA8
tr|E7S2C0|E7S2C0_STRA8
tr|E7S2T5|E7S2T5_STRA8
tr|E7S4G4|E7S4G4_STRA8	K09787
tr|E7S4U7|E7S4U7_STRA8	K08483
tr|E7S7C7|E7S7C7_STRA8
tr|E7S304|E7S304_STRA8	K01995
tr|E7S5E6|E7S5E6_STRA8	K01689
tr|E7S1I8|E7S1I8_STRA8	K09815
tr|E7S379|E7S379_STRA8
tr|E7S6G9|E7S6G9_STRA8
tr|E7S1W1|E7S1W1_STRA8	K00951
tr|E7S6C3|E7S6C3_STRA8	K01990
tr|E7S7G2|E7S7G2_STRA8
tr|E7S1Z4|E7S1Z4_STRA8	K02787
tr|E7S1Z4|E7S1Z4_STRA8	K02788
tr|E7S294|E7S294_STRA8	K02746
tr|E7S266|E7S266_STRA8
tr|E7S5I8|E7S5I8_STRA8
tr|E7S5P8|E7S5P8_STRA8
tr|E7S3G5|E7S3G5_STRA8
tr|E7S3E4|E7S3E4_STRA8	K03282
tr|E7S471|E7S471_STRA8	K03816
tr|E7S5K5|E7S5K5_STRA8	K02563
tr|E7S6Z1|E7S6Z1_STRA8	K07030
tr|E7S1T5|E7S1T5_STRA8	K02037
tr|E7S6Y3|E7S6Y3_STRA8	K02851
tr|E7S5K1|E7S5K1_STRA8	K06997
tr|E7S1L0|E7S1L0_STRA8
tr|E7S2A5|E7S2A5_STRA8	K03316
tr|E7S1E3|E7S1E3_STRA8	K00926
tr|E7S6V1|E7S6V1_STRA8	K00571
tr|E7S2G3|E7S2G3_STRA8
tr|E7S5Q7|E7S5Q7_STRA8
tr|E7S589|E7S589_STRA8
tr|E7S588|E7S588_STRA8
tr|E7S2Q5|E7S2Q5_STRA8	K03655
tr|E7S6X1|E7S6X1_STRA8	K15583
tr|E7S723|E7S723_STRA8
tr|E7S5E5|E7S5E5_STRA8
tr|E7S5L3|E7S5L3_STRA8
tr|E7S2Z4|E7S2Z4_STRA8	K03499
tr|E7S470|E7S470_STRA8	K00364
tr|E7S597|E7S597_STRA8
tr|E7S4T7|E7S4T7_STRA8
Contaminant_TRYP_PIG
Contaminant_Trypa1
Contaminant_Trypa2
Contaminant_Trypa3
Contaminant_Trypa4
Contaminant_Trypa5
Contaminant_Trypa6
Contaminant_TRYP_BOVIN
Contaminant_CTRA_BOVIN
Contaminant_CTRB_BOVIN
Contaminant_ALBU_HUMAN
Contaminant_ALBU_BOVIN
Contaminant_K2C1_HUMAN
Contaminant_K22E_HUMAN
Contaminant_K1C9_HUMAN
Contaminant_K1C10_HUMAN
