sp|A9BNJ1|ACPS_DELAS	K00997
tr|A9BV58|A9BV58_DELAS
tr|A9BV80|A9BV80_DELAS
tr|A9BVN1|A9BVN1_DELAS	K18148
tr|A9BW54|A9BW54_DELAS
tr|A9BWU3|A9BWU3_DELAS
tr|A9BX05|A9BX05_DELAS	K02624
tr|A9BXI7|A9BXI7_DELAS
tr|A9BXS6|A9BXS6_DELAS
tr|A9BY37|A9BY37_DELAS
tr|A9BYF5|A9BYF5_DELAS
tr|A9BYT2|A9BYT2_DELAS
tr|A9BZ60|A9BZ60_DELAS
tr|A9BZZ3|A9BZZ3_DELAS	K05539
tr|A9C0I1|A9C0I1_DELAS
tr|A9C0X0|A9C0X0_DELAS
tr|A9C194|A9C194_DELAS
tr|A9C1Z8|A9C1Z8_DELAS
tr|A9C205|A9C205_DELAS
tr|A9C211|A9C211_DELAS	K01687
tr|A9C2C4|A9C2C4_DELAS
tr|A9BLP4|A9BLP4_DELAS
tr|A9BLR2|A9BLR2_DELAS
tr|A9BLZ0|A9BLZ0_DELAS
tr|A9BMB3|A9BMB3_DELAS
tr|A9BNM3|A9BNM3_DELAS
tr|A9BPD0|A9BPD0_DELAS	K09975
tr|A9BPJ8|A9BPJ8_DELAS
tr|A9BPR1|A9BPR1_DELAS	K07018
tr|A9BQ63|A9BQ63_DELAS	K02388
tr|A9BSX9|A9BSX9_DELAS
tr|A9BT52|A9BT52_DELAS
tr|A9BTB7|A9BTB7_DELAS
tr|A9BTW5|A9BTW5_DELAS
tr|A9BV68|A9BV68_DELAS
tr|A9BVI2|A9BVI2_DELAS
tr|A9BVV3|A9BVV3_DELAS
tr|A9BX63|A9BX63_DELAS
tr|A9BX99|A9BX99_DELAS
tr|A9BXB9|A9BXB9_DELAS
tr|A9BYP5|A9BYP5_DELAS
tr|A9BZ40|A9BZ40_DELAS	K09933
tr|A9BZ92|A9BZ92_DELAS	K01997
tr|A9BZT9|A9BZT9_DELAS	K00567
tr|A9C046|A9C046_DELAS
tr|A9C0D3|A9C0D3_DELAS
tr|A9C0I7|A9C0I7_DELAS
tr|A9C0M1|A9C0M1_DELAS
tr|A9C0Y8|A9C0Y8_DELAS	K02051
tr|A9C198|A9C198_DELAS	K07345
tr|A9C2W7|A9C2W7_DELAS
tr|A9BNQ0|A9BNQ0_DELAS	K01755
tr|A9BP27|A9BP27_DELAS
tr|A9BR49|A9BR49_DELAS
tr|A9BRD0|A9BRD0_DELAS
tr|A9BRK7|A9BRK7_DELAS	K01783
tr|A9BVI4|A9BVI4_DELAS	K01070
tr|A9BW58|A9BW58_DELAS
tr|A9BWK9|A9BWK9_DELAS
tr|A9BWS3|A9BWS3_DELAS
tr|A9BXW0|A9BXW0_DELAS
tr|A9C215|A9C215_DELAS	K01951
tr|A9C291|A9C291_DELAS
tr|A9C2H6|A9C2H6_DELAS
tr|A9C2I2|A9C2I2_DELAS
tr|A9BLN2|A9BLN2_DELAS
tr|A9BLQ2|A9BLQ2_DELAS
tr|A9BM43|A9BM43_DELAS
tr|A9BMH7|A9BMH7_DELAS	K07302
tr|A9BN00|A9BN00_DELAS
tr|A9BNL8|A9BNL8_DELAS	K00472
tr|A9BNT0|A9BNT0_DELAS	K03823
tr|A9BPB4|A9BPB4_DELAS	K01997
tr|A9BPI3|A9BPI3_DELAS
tr|A9BQK4|A9BQK4_DELAS
tr|A9BR11|A9BR11_DELAS
tr|A9BRA4|A9BRA4_DELAS
tr|A9BRJ2|A9BRJ2_DELAS
tr|A9BRJ3|A9BRJ3_DELAS	K03743
tr|A9BRR6|A9BRR6_DELAS
tr|A9BS41|A9BS41_DELAS
tr|A9BSS8|A9BSS8_DELAS	K01857
tr|A9BTQ2|A9BTQ2_DELAS
tr|A9BUB7|A9BUB7_DELAS	K04079
tr|A9BUE5|A9BUE5_DELAS
tr|A9BUQ7|A9BUQ7_DELAS	K02019
tr|A9BUZ5|A9BUZ5_DELAS	K03676
tr|A9BV37|A9BV37_DELAS
tr|A9BVL9|A9BVL9_DELAS
tr|A9BWX6|A9BWX6_DELAS	K06177
tr|A9BX23|A9BX23_DELAS
tr|A9BYH0|A9BYH0_DELAS
tr|A9BYP4|A9BYP4_DELAS
tr|A9BZ20|A9BZ20_DELAS	K06131
tr|A9BZF5|A9BZF5_DELAS	K02066
tr|A9BZK3|A9BZK3_DELAS
tr|A9BZQ2|A9BZQ2_DELAS	K07006
tr|A9BZY2|A9BZY2_DELAS
tr|A9C0J9|A9C0J9_DELAS
tr|A9C0M4|A9C0M4_DELAS	K01075
tr|A9C1L5|A9C1L5_DELAS	K03270
tr|A9C1M7|A9C1M7_DELAS
tr|A9C2I5|A9C2I5_DELAS	K00450
tr|A9C2T2|A9C2T2_DELAS
tr|A9C2Y3|A9C2Y3_DELAS
tr|A9C2Z8|A9C2Z8_DELAS
tr|A9C332|A9C332_DELAS
tr|A9C3B2|A9C3B2_DELAS
tr|A9BLE3|A9BLE3_DELAS	K09990
tr|A9BMC4|A9BMC4_DELAS
tr|A9BME0|A9BME0_DELAS	K09790
tr|A9BPZ4|A9BPZ4_DELAS
tr|A9BQ04|A9BQ04_DELAS	K01997
tr|A9BQD1|A9BQD1_DELAS	K03547
tr|A9BS61|A9BS61_DELAS
tr|A9BSD7|A9BSD7_DELAS	K07684
tr|A9BSP5|A9BSP5_DELAS
tr|A9BSZ8|A9BSZ8_DELAS	K15727
tr|A9BTZ4|A9BTZ4_DELAS	K18702
tr|A9BUT3|A9BUT3_DELAS
tr|A9BV36|A9BV36_DELAS
tr|A9BV65|A9BV65_DELAS	K00059
tr|A9BVE4|A9BVE4_DELAS
tr|A9BX96|A9BX96_DELAS
tr|A9BYC0|A9BYC0_DELAS
tr|A9BYS1|A9BYS1_DELAS	K04759
tr|A9BZF8|A9BZF8_DELAS
tr|A9C0E0|A9C0E0_DELAS
tr|A9C0Y0|A9C0Y0_DELAS
tr|A9C163|A9C163_DELAS
tr|A9C2V1|A9C2V1_DELAS
tr|A9BNV8|A9BNV8_DELAS
tr|A9BQR6|A9BQR6_DELAS
tr|A9BQS4|A9BQS4_DELAS	K03928
tr|A9BQX3|A9BQX3_DELAS	K07154
tr|A9BRB9|A9BRB9_DELAS
tr|A9BSU3|A9BSU3_DELAS
tr|A9BWA5|A9BWA5_DELAS	K00124
tr|A9BX15|A9BX15_DELAS
tr|A9BZP5|A9BZP5_DELAS	K00248
tr|A9C1X5|A9C1X5_DELAS	K13893
tr|A9C2C8|A9C2C8_DELAS
tr|A9C2G0|A9C2G0_DELAS
tr|A9C2G4|A9C2G4_DELAS
tr|A9C2L0|A9C2L0_DELAS
tr|A9BPM5|A9BPM5_DELAS
tr|A9BLG9|A9BLG9_DELAS	K09980
tr|A9BLU9|A9BLU9_DELAS
tr|A9BNQ3|A9BNQ3_DELAS
tr|A9BNW6|A9BNW6_DELAS
tr|A9BP00|A9BP00_DELAS
tr|A9BP99|A9BP99_DELAS	K02483
tr|A9BQ23|A9BQ23_DELAS
tr|A9BS87|A9BS87_DELAS	K02033
tr|A9BSG0|A9BSG0_DELAS	K03688
tr|A9BSJ0|A9BSJ0_DELAS	K11475
tr|A9BST8|A9BST8_DELAS	K16088
tr|A9BT13|A9BT13_DELAS	K07240
tr|A9BTZ8|A9BTZ8_DELAS
tr|A9BUA6|A9BUA6_DELAS
tr|A9BUQ9|A9BUQ9_DELAS
tr|A9BV54|A9BV54_DELAS	K12542
tr|A9BVQ3|A9BVQ3_DELAS	K00406
tr|A9BY45|A9BY45_DELAS
tr|A9BYM8|A9BYM8_DELAS
tr|A9BZ09|A9BZ09_DELAS
tr|A9BZ85|A9BZ85_DELAS
tr|A9BZF9|A9BZF9_DELAS
tr|A9BZW5|A9BZW5_DELAS	K07001
tr|A9C0D9|A9C0D9_DELAS
tr|A9C0K2|A9C0K2_DELAS	K04101
tr|A9C0T2|A9C0T2_DELAS	K02030
tr|A9BM37|A9BM37_DELAS
tr|A9BM57|A9BM57_DELAS
tr|A9BMN6|A9BMN6_DELAS
tr|A9BMY1|A9BMY1_DELAS
tr|A9BN90|A9BN90_DELAS	K01738
tr|A9BNE5|A9BNE5_DELAS
tr|A9BP13|A9BP13_DELAS	K10563
tr|A9BP21|A9BP21_DELAS	K02033
tr|A9BP90|A9BP90_DELAS	K01961
tr|A9BPC8|A9BPC8_DELAS	K01745
tr|A9BPZ6|A9BPZ6_DELAS	K04066
tr|A9BQ60|A9BQ60_DELAS	K02391
tr|A9BQ94|A9BQ94_DELAS
tr|A9BQU3|A9BQU3_DELAS
tr|A9BRK5|A9BRK5_DELAS
tr|A9BRS0|A9BRS0_DELAS
tr|A9BRV3|A9BRV3_DELAS	K02444
tr|A9BSS3|A9BSS3_DELAS
tr|A9BSU2|A9BSU2_DELAS	K09989
tr|A9BT75|A9BT75_DELAS
tr|A9BTG3|A9BTG3_DELAS
tr|A9BTL8|A9BTL8_DELAS
tr|A9BTN0|A9BTN0_DELAS	K07246
tr|A9BU24|A9BU24_DELAS	K00799
tr|A9BU37|A9BU37_DELAS
tr|A9BV08|A9BV08_DELAS
tr|A9BVC7|A9BVC7_DELAS
tr|A9BVF6|A9BVF6_DELAS
tr|A9BVP0|A9BVP0_DELAS
tr|A9BWD8|A9BWD8_DELAS	K01945
tr|A9BWX7|A9BWX7_DELAS	K01999
tr|A9BXV0|A9BXV0_DELAS
tr|A9BYI3|A9BYI3_DELAS
tr|A9BYT0|A9BYT0_DELAS	K01933
tr|A9BZC4|A9BZC4_DELAS	K02655
tr|A9BZD5|A9BZD5_DELAS
tr|A9BZH0|A9BZH0_DELAS	K03335
tr|A9BZU8|A9BZU8_DELAS
tr|A9C0B7|A9C0B7_DELAS
tr|A9C0I9|A9C0I9_DELAS
tr|A9C0M7|A9C0M7_DELAS
tr|A9C164|A9C164_DELAS	K00820
tr|A9C1A9|A9C1A9_DELAS
tr|A9C1C7|A9C1C7_DELAS	K06938
tr|A9C1W7|A9C1W7_DELAS	K00882
tr|A9C1Z2|A9C1Z2_DELAS	K02519
tr|A9C2K9|A9C2K9_DELAS
tr|A9C348|A9C348_DELAS
tr|A9C365|A9C365_DELAS
tr|A9BLN3|A9BLN3_DELAS
tr|A9BM23|A9BM23_DELAS
tr|A9BM42|A9BM42_DELAS	K06133
tr|A9BME1|A9BME1_DELAS
tr|A9BQL0|A9BQL0_DELAS
tr|A9BQS5|A9BQS5_DELAS
tr|A9BR18|A9BR18_DELAS
tr|A9BR42|A9BR42_DELAS
tr|A9BRB7|A9BRB7_DELAS
tr|A9BZ88|A9BZ88_DELAS	K00549
tr|A9BLH2|A9BLH2_DELAS
tr|A9BLS0|A9BLS0_DELAS	K03699
tr|A9BMS4|A9BMS4_DELAS
tr|A9BMY4|A9BMY4_DELAS	K00135
tr|A9BNH7|A9BNH7_DELAS	K01696
tr|A9BPD8|A9BPD8_DELAS
tr|A9BPY9|A9BPY9_DELAS
tr|A9BRN4|A9BRN4_DELAS
tr|A9BRP0|A9BRP0_DELAS
tr|A9BRP6|A9BRP6_DELAS
tr|A9BS85|A9BS85_DELAS	K02031
tr|A9BS85|A9BS85_DELAS	K02032
tr|A9BSB5|A9BSB5_DELAS
tr|A9BSY6|A9BSY6_DELAS
tr|A9BT46|A9BT46_DELAS
tr|A9BT64|A9BT64_DELAS
tr|A9BT97|A9BT97_DELAS	K00375
tr|A9BTF9|A9BTF9_DELAS	K00537
tr|A9BTI9|A9BTI9_DELAS
tr|A9BTV2|A9BTV2_DELAS
tr|A9BV88|A9BV88_DELAS
tr|A9BVP8|A9BVP8_DELAS	K01533
tr|A9BY94|A9BY94_DELAS	K02011
tr|A9BYG4|A9BYG4_DELAS	K03381
tr|A9BYN0|A9BYN0_DELAS	K17680
tr|A9C181|A9C181_DELAS	K03642
tr|A9C3K6|A9C3K6_DELAS
tr|A9BNJ4|A9BNJ4_DELAS	K03595
tr|A9BR85|A9BR85_DELAS
tr|A9BT82|A9BT82_DELAS
tr|A9BTI5|A9BTI5_DELAS
tr|A9BV30|A9BV30_DELAS	K01799
tr|A9BVB7|A9BVB7_DELAS
tr|A9BWT4|A9BWT4_DELAS	K00163
tr|A9BXP8|A9BXP8_DELAS	K02463
tr|A9BZX9|A9BZX9_DELAS
tr|A9C053|A9C053_DELAS
tr|A9C1V1|A9C1V1_DELAS	K07387
tr|A9BLH9|A9BLH9_DELAS
tr|A9BMT7|A9BMT7_DELAS
tr|A9BN98|A9BN98_DELAS	K01995
tr|A9BNH6|A9BNH6_DELAS	K01817
tr|A9BNM9|A9BNM9_DELAS	K03303
tr|A9BP08|A9BP08_DELAS	K07641
tr|A9BPB1|A9BPB1_DELAS	K01996
tr|A9BPC7|A9BPC7_DELAS	K05836
tr|A9BPV1|A9BPV1_DELAS	K06872
tr|A9BQ52|A9BQ52_DELAS	K02423
tr|A9BSX6|A9BSX6_DELAS
tr|A9BT85|A9BT85_DELAS
tr|A9BTI4|A9BTI4_DELAS
tr|A9BVD0|A9BVD0_DELAS	K07054
tr|A9BVS4|A9BVS4_DELAS
tr|A9BXG1|A9BXG1_DELAS	K13522
tr|A9BXT4|A9BXT4_DELAS
tr|A9BYD5|A9BYD5_DELAS
tr|A9BZ90|A9BZ90_DELAS	K01995
tr|A9BZW6|A9BZW6_DELAS
tr|A9C081|A9C081_DELAS
tr|A9C199|A9C199_DELAS
tr|A9C1F8|A9C1F8_DELAS
tr|A9C3F3|A9C3F3_DELAS
tr|A9C3F4|A9C3F4_DELAS	K15555
tr|A9BLN9|A9BLN9_DELAS	K04063
tr|A9BMH0|A9BMH0_DELAS	K03752
tr|A9BPL6|A9BPL6_DELAS	K11103
tr|A9BQI8|A9BQI8_DELAS
tr|A9BQL8|A9BQL8_DELAS	K15512
tr|A9BQW3|A9BQW3_DELAS
tr|A9BR05|A9BR05_DELAS	K04485
tr|A9BR07|A9BR07_DELAS	K00826
tr|A9BRB4|A9BRB4_DELAS
tr|A9BRD1|A9BRD1_DELAS
tr|A9BRG6|A9BRG6_DELAS	K01476
tr|A9BVM7|A9BVM7_DELAS	K08303
tr|A9C263|A9C263_DELAS	K13408
tr|A9C284|A9C284_DELAS	K02676
tr|A9C2P4|A9C2P4_DELAS	K00851
tr|A9BM78|A9BM78_DELAS
tr|A9BM90|A9BM90_DELAS
tr|A9BNG8|A9BNG8_DELAS
tr|A9BP33|A9BP33_DELAS	K01495
tr|A9BQP8|A9BQP8_DELAS
tr|A9BR08|A9BR08_DELAS
tr|A9BRQ5|A9BRQ5_DELAS	K14742
tr|A9BSC3|A9BSC3_DELAS	K07644
tr|A9BSD2|A9BSD2_DELAS
tr|A9BT20|A9BT20_DELAS
tr|A9BUC3|A9BUC3_DELAS	K03187
tr|A9BUF1|A9BUF1_DELAS	K15342
tr|A9BUG6|A9BUG6_DELAS	K06217
tr|A9BUN8|A9BUN8_DELAS	K03806
tr|A9BUU0|A9BUU0_DELAS
tr|A9BUY4|A9BUY4_DELAS
tr|A9BWA9|A9BWA9_DELAS	K00164
tr|A9BWF4|A9BWF4_DELAS	K07091
tr|A9BXV1|A9BXV1_DELAS	K02013
tr|A9BXW2|A9BXW2_DELAS
tr|A9BYH9|A9BYH9_DELAS
tr|A9BZH6|A9BZH6_DELAS
tr|A9BZJ4|A9BZJ4_DELAS
tr|A9BZV8|A9BZV8_DELAS
tr|A9C054|A9C054_DELAS
tr|A9C165|A9C165_DELAS
tr|A9C1B0|A9C1B0_DELAS
tr|A9C248|A9C248_DELAS
tr|A9C389|A9C389_DELAS	K01993
tr|A9C391|A9C391_DELAS	K14682
tr|A9C3C0|A9C3C0_DELAS
tr|A9BLF1|A9BLF1_DELAS	K07795
tr|A9BLM1|A9BLM1_DELAS
tr|A9BLN4|A9BLN4_DELAS	K16137
tr|A9BMF2|A9BMF2_DELAS	K03088
tr|A9BMJ3|A9BMJ3_DELAS	K02909
tr|A9BMK8|A9BMK8_DELAS	K00796
tr|A9BMY9|A9BMY9_DELAS
tr|A9BNU4|A9BNU4_DELAS	K03311
tr|A9BP01|A9BP01_DELAS
tr|A9BPG7|A9BPG7_DELAS
tr|A9BPK8|A9BPK8_DELAS	K02029
tr|A9BQM3|A9BQM3_DELAS	K01997
tr|A9BQQ2|A9BQQ2_DELAS	K05921
tr|A9BRK4|A9BRK4_DELAS
tr|A9BRZ1|A9BRZ1_DELAS	K00625
tr|A9BS46|A9BS46_DELAS	K02609
tr|A9BSZ0|A9BSZ0_DELAS
tr|A9BT42|A9BT42_DELAS
tr|A9BTK7|A9BTK7_DELAS
tr|A9BUM8|A9BUM8_DELAS
tr|A9BUZ6|A9BUZ6_DELAS	K03071
tr|A9BVA2|A9BVA2_DELAS
tr|A9BVZ4|A9BVZ4_DELAS
tr|A9BW03|A9BW03_DELAS	K10440
tr|A9BWM0|A9BWM0_DELAS
tr|A9BXJ3|A9BXJ3_DELAS	K00799
tr|A9BXV4|A9BXV4_DELAS
tr|A9BY43|A9BY43_DELAS
tr|A9BY57|A9BY57_DELAS
tr|A9BYB2|A9BYB2_DELAS
tr|A9BYG6|A9BYG6_DELAS	K03464
tr|A9BYW1|A9BYW1_DELAS	K01873
tr|A9BYZ0|A9BYZ0_DELAS
tr|A9BZ71|A9BZ71_DELAS
tr|A9BZS3|A9BZS3_DELAS
tr|A9BZV2|A9BZV2_DELAS
tr|A9BZX0|A9BZX0_DELAS	K05810
tr|A9C0K5|A9C0K5_DELAS	K10218
tr|A9C135|A9C135_DELAS	K00697
tr|A9C1Z9|A9C1Z9_DELAS
tr|A9C2J0|A9C2J0_DELAS	K00600
tr|A9C3L7|A9C3L7_DELAS
tr|A9BVH8|A9BVH8_DELAS
tr|A9BVI7|A9BVI7_DELAS
tr|A9C173|A9C173_DELAS	K06901
tr|A9BM32|A9BM32_DELAS
tr|A9BQW1|A9BQW1_DELAS
tr|A9BRC4|A9BRC4_DELAS
tr|A9BRF3|A9BRF3_DELAS	K08983
tr|A9BTS9|A9BTS9_DELAS	K03760
tr|A9BTZ3|A9BTZ3_DELAS
tr|A9BW88|A9BW88_DELAS	K03406
tr|A9BW90|A9BW90_DELAS	K03088
tr|A9BWZ8|A9BWZ8_DELAS
tr|A9C200|A9C200_DELAS
tr|A9C270|A9C270_DELAS	K07304
tr|A9C2F1|A9C2F1_DELAS	K01489
tr|A9BLH0|A9BLH0_DELAS
tr|A9BM87|A9BM87_DELAS	K18831
tr|A9BMG1|A9BMG1_DELAS
tr|A9BMK6|A9BMK6_DELAS
tr|A9BN88|A9BN88_DELAS	K02003
tr|A9BN94|A9BN94_DELAS	K01998
tr|A9BNI5|A9BNI5_DELAS
tr|A9BNZ2|A9BNZ2_DELAS
tr|A9BPF9|A9BPF9_DELAS
tr|A9BPQ7|A9BPQ7_DELAS	K01698
tr|A9BPS0|A9BPS0_DELAS	K02892
tr|A9BPT9|A9BPT9_DELAS	K09158
tr|A9BQB5|A9BQB5_DELAS
tr|A9BS15|A9BS15_DELAS
tr|A9BS36|A9BS36_DELAS
tr|A9BU57|A9BU57_DELAS
tr|A9BUZ0|A9BUZ0_DELAS
tr|A9BVK5|A9BVK5_DELAS
tr|A9BWB3|A9BWB3_DELAS
tr|A9BX03|A9BX03_DELAS
tr|A9BX10|A9BX10_DELAS
tr|A9BY14|A9BY14_DELAS	K02460
tr|A9BYK8|A9BYK8_DELAS
tr|A9BYP0|A9BYP0_DELAS
tr|A9BZ17|A9BZ17_DELAS	K03340
tr|A9BZG4|A9BZG4_DELAS	K06606
tr|A9BZK2|A9BZK2_DELAS	K01584
tr|A9C071|A9C071_DELAS
tr|A9C0A3|A9C0A3_DELAS	K01760
tr|A9C0D2|A9C0D2_DELAS
tr|A9C212|A9C212_DELAS
tr|A9C268|A9C268_DELAS
tr|A9C2B3|A9C2B3_DELAS
tr|A9C2F7|A9C2F7_DELAS
tr|A9C2P2|A9C2P2_DELAS	K03415
tr|A9C2U9|A9C2U9_DELAS
tr|A9C381|A9C381_DELAS
tr|A9BLH7|A9BLH7_DELAS
tr|A9BM09|A9BM09_DELAS	K05788
tr|A9BMR6|A9BMR6_DELAS
tr|A9BNJ0|A9BNJ0_DELAS	K01207
tr|A9BP52|A9BP52_DELAS	K05816
tr|A9BPE3|A9BPE3_DELAS	K19585
tr|A9BPI2|A9BPI2_DELAS
tr|A9BPI8|A9BPI8_DELAS
tr|A9BPV7|A9BPV7_DELAS	K20532
tr|A9BQ13|A9BQ13_DELAS	K03406
tr|A9BQ24|A9BQ24_DELAS	K05825
tr|A9BQE0|A9BQE0_DELAS
tr|A9BQE8|A9BQE8_DELAS
tr|A9BRL5|A9BRL5_DELAS
tr|A9BRT3|A9BRT3_DELAS	K07214
tr|A9BS57|A9BS57_DELAS
tr|A9BSN5|A9BSN5_DELAS
tr|A9BTM3|A9BTM3_DELAS	K00529
tr|A9BUV2|A9BUV2_DELAS
tr|A9BVS0|A9BVS0_DELAS	K04343
tr|A9BXX9|A9BXX9_DELAS
tr|A9BZE0|A9BZE0_DELAS	K11927
tr|A9BZT6|A9BZT6_DELAS	K01689
tr|A9BZT7|A9BZT7_DELAS	K06969
tr|A9BZU4|A9BZU4_DELAS
tr|A9C050|A9C050_DELAS
tr|A9C0J4|A9C0J4_DELAS	K00014
tr|A9C0R6|A9C0R6_DELAS
tr|A9C0R7|A9C0R7_DELAS	K16092
tr|A9C0T8|A9C0T8_DELAS
tr|A9C1B5|A9C1B5_DELAS
tr|A9C3K3|A9C3K3_DELAS
tr|A9BQK5|A9BQK5_DELAS	K01295
tr|A9BQL7|A9BQL7_DELAS	K15511
tr|A9BRD2|A9BRD2_DELAS
tr|A9BWK6|A9BWK6_DELAS
tr|A9C258|A9C258_DELAS
tr|A9C281|A9C281_DELAS	K07082
tr|A9BUJ1|A9BUJ1_DELAS	K03733
tr|A9BW76|A9BW76_DELAS
tr|A9BWR9|A9BWR9_DELAS	K01908
tr|A9BWW7|A9BWW7_DELAS	K03719
tr|A9BWY4|A9BWY4_DELAS
tr|A9C0F4|A9C0F4_DELAS
tr|A9C176|A9C176_DELAS
tr|A9C2M7|A9C2M7_DELAS
tr|A9BLI6|A9BLI6_DELAS
tr|A9BLL0|A9BLL0_DELAS	K11907
tr|A9BMD7|A9BMD7_DELAS	K00990
tr|A9BMU0|A9BMU0_DELAS
tr|A9BNE3|A9BNE3_DELAS
tr|A9BP24|A9BP24_DELAS	K02032
tr|A9BQ88|A9BQ88_DELAS	K01756
tr|A9BQ95|A9BQ95_DELAS	K08972
tr|A9BQI3|A9BQI3_DELAS
tr|A9BQI5|A9BQI5_DELAS
tr|A9BRL3|A9BRL3_DELAS	K00615
tr|A9BSU6|A9BSU6_DELAS
tr|A9BSX0|A9BSX0_DELAS
tr|A9BT06|A9BT06_DELAS	K00901
tr|A9BT63|A9BT63_DELAS
tr|A9BTC0|A9BTC0_DELAS
tr|A9BTF0|A9BTF0_DELAS
tr|A9BTI7|A9BTI7_DELAS	K13888
tr|A9BTP7|A9BTP7_DELAS	K18916
tr|A9BTY5|A9BTY5_DELAS
tr|A9BU48|A9BU48_DELAS
tr|A9BUF4|A9BUF4_DELAS	K19127
tr|A9BV48|A9BV48_DELAS	K02280
tr|A9BV73|A9BV73_DELAS
tr|A9BVZ3|A9BVZ3_DELAS	K13953
tr|A9BWE9|A9BWE9_DELAS
tr|A9BWG0|A9BWG0_DELAS
tr|A9BWM8|A9BWM8_DELAS	K01066
tr|A9BX30|A9BX30_DELAS
tr|A9BXH4|A9BXH4_DELAS	K07302
tr|A9BXH6|A9BXH6_DELAS
tr|A9BY34|A9BY34_DELAS
tr|A9BYB9|A9BYB9_DELAS
tr|A9BYR2|A9BYR2_DELAS
tr|A9BYT5|A9BYT5_DELAS
tr|A9BYU5|A9BYU5_DELAS
tr|A9C025|A9C025_DELAS
tr|A9C061|A9C061_DELAS
tr|A9C0D1|A9C0D1_DELAS
tr|A9C0U1|A9C0U1_DELAS
tr|A9C2I6|A9C2I6_DELAS	K00480
tr|A9C2K1|A9C2K1_DELAS	K00661
tr|A9C2Y1|A9C2Y1_DELAS
tr|A9C377|A9C377_DELAS
tr|A9C392|A9C392_DELAS	K17836
tr|A9BLG2|A9BLG2_DELAS	K11177
tr|A9BLR4|A9BLR4_DELAS
tr|A9BMG2|A9BMG2_DELAS
tr|A9BN11|A9BN11_DELAS	K01483
tr|A9BN20|A9BN20_DELAS
tr|A9BN93|A9BN93_DELAS	K19092
tr|A9BND2|A9BND2_DELAS	K02655
tr|A9BNV9|A9BNV9_DELAS
tr|A9BPP9|A9BPP9_DELAS	K05595
tr|A9BPR2|A9BPR2_DELAS	K07258
tr|A9BRB6|A9BRB6_DELAS	K00285
tr|A9BRV1|A9BRV1_DELAS
tr|A9BRY3|A9BRY3_DELAS
tr|A9BSB3|A9BSB3_DELAS
tr|A9BSQ7|A9BSQ7_DELAS	K09125
tr|A9BTT7|A9BTT7_DELAS
tr|A9BU28|A9BU28_DELAS
tr|A9BU78|A9BU78_DELAS	K07451
tr|A9BUH8|A9BUH8_DELAS
tr|A9BWH3|A9BWH3_DELAS
tr|A9BWH6|A9BWH6_DELAS	K07165
tr|A9BWI9|A9BWI9_DELAS	K08167
tr|A9BWJ4|A9BWJ4_DELAS
tr|A9BWJ6|A9BWJ6_DELAS	K02688
tr|A9BWR4|A9BWR4_DELAS	K07645
tr|A9BWS7|A9BWS7_DELAS
tr|A9BXC6|A9BXC6_DELAS	K01129
tr|A9BY82|A9BY82_DELAS	K01669
tr|A9BYI0|A9BYI0_DELAS
tr|A9BZ66|A9BZ66_DELAS
tr|A9BZL9|A9BZL9_DELAS
tr|A9C073|A9C073_DELAS	K05712
tr|A9C0D6|A9C0D6_DELAS	K03746
tr|A9C110|A9C110_DELAS
tr|A9C1F3|A9C1F3_DELAS	K00626
tr|A9C1H4|A9C1H4_DELAS	K03711
tr|A9C1I5|A9C1I5_DELAS	K00822
tr|A9C1K4|A9C1K4_DELAS
tr|A9C289|A9C289_DELAS	K03640
tr|A9C2Q0|A9C2Q0_DELAS	K03406
tr|A9C366|A9C366_DELAS
tr|A9C3J9|A9C3J9_DELAS
tr|A9C3L9|A9C3L9_DELAS
tr|A9BNR0|A9BNR0_DELAS
tr|A9C195|A9C195_DELAS
tr|A9BLF9|A9BLF9_DELAS	K04101
tr|A9BLW8|A9BLW8_DELAS	K00058
tr|A9BN71|A9BN71_DELAS	K18901
tr|A9BNH0|A9BNH0_DELAS
tr|A9BNN4|A9BNN4_DELAS	K05367
tr|A9BP49|A9BP49_DELAS	K05813
tr|A9BRH6|A9BRH6_DELAS
tr|A9BRQ3|A9BRQ3_DELAS	K02334
tr|A9BSA0|A9BSA0_DELAS	K06997
tr|A9BSF4|A9BSF4_DELAS
tr|A9BSU9|A9BSU9_DELAS	K11745
tr|A9BT28|A9BT28_DELAS
tr|A9BT49|A9BT49_DELAS
tr|A9BT91|A9BT91_DELAS
tr|A9BTQ5|A9BTQ5_DELAS
tr|A9BVY8|A9BVY8_DELAS	K03457
tr|A9BXK7|A9BXK7_DELAS
tr|A9BYP2|A9BYP2_DELAS
tr|A9C0W1|A9C0W1_DELAS	K00058
tr|A9C3H4|A9C3H4_DELAS	K00956
tr|A9BLV7|A9BLV7_DELAS	K01029
tr|A9BP77|A9BP77_DELAS	K09862
tr|A9BPT2|A9BPT2_DELAS
tr|A9BQM7|A9BQM7_DELAS
tr|A9BR53|A9BR53_DELAS
tr|A9BVJ6|A9BVJ6_DELAS	K00239
tr|A9BVP3|A9BVP3_DELAS
tr|A9BW89|A9BW89_DELAS
tr|A9BWR6|A9BWR6_DELAS	K07062
tr|A9BZK0|A9BZK0_DELAS
tr|A9BZY3|A9BZY3_DELAS
tr|A9C1U0|A9C1U0_DELAS
tr|A9C208|A9C208_DELAS	K09801
tr|A9C243|A9C243_DELAS	K03119
